adc_data[0], -859,
adc_data[1], -505,
adc_data[2], -2048,
adc_data[3], -2048,
adc_data[4], -2048,
adc_data[5], -2048,
adc_data[6], -2048,
adc_data[7], -1302,
adc_data[8], -939,
adc_data[9], -564,
adc_data[10], -2048,
adc_data[11], -2048,
adc_data[12], -2048,
adc_data[13], -2048,
adc_data[14], -2005,
adc_data[15], -1327,
adc_data[16], -1020,
adc_data[17], -644,
adc_data[18], -2048,
adc_data[19], -2048,
adc_data[20], -2048,
adc_data[21], -2048,
adc_data[22], -1951,
adc_data[23], -1346,
adc_data[24], -1090,
adc_data[25], -724,
adc_data[26], -2048,
adc_data[27], -2048,
adc_data[28], -2048,
adc_data[29], -2048,
adc_data[30], -1810,
adc_data[31], -1371,
adc_data[32], -1143,
adc_data[33], -785,
adc_data[34], -2048,
adc_data[35], -2048,
adc_data[36], -2048,
adc_data[37], -2048,
adc_data[38], -1785,
adc_data[39], -1418,
adc_data[40], -1234,
adc_data[41], -849,
adc_data[42], -2048,
adc_data[43], -2048,
adc_data[44], -2048,
adc_data[45], -2048,
adc_data[46], -1727,
adc_data[47], -1461,
adc_data[48], -1278,
adc_data[49], -919,
adc_data[50], -2048,
adc_data[51], -2048,
adc_data[52], -2048,
adc_data[53], -2048,
adc_data[54], -1659,
adc_data[55], -1517,
adc_data[56], -1345,
adc_data[57], -975,
adc_data[58], -2048,
adc_data[59], -2048,
adc_data[60], -2048,
adc_data[61], -2048,
adc_data[62], -1623,
adc_data[63], -1578,
adc_data[64], -1395,
adc_data[65], -1036,
adc_data[66], -2048,
adc_data[67], -2048,
adc_data[68], -2048,
adc_data[69], -2048,
adc_data[70], -1589,
adc_data[71], -1646,
adc_data[72], -1453,
adc_data[73], -1099,
adc_data[74], -2048,
adc_data[75], -2048,
adc_data[76], -2048,
adc_data[77], -2048,
adc_data[78], -1577,
adc_data[79], -1717,
adc_data[80], -1527,
adc_data[81], -1156,
adc_data[82], -2048,
adc_data[83], -2048,
adc_data[84], -2048,
adc_data[85], -2048,
adc_data[86], -1583,
adc_data[87], -1798,
adc_data[88], -1590,
adc_data[89], -1215,
adc_data[90], -2048,
adc_data[91], -2048,
adc_data[92], -2048,
adc_data[93], -2048,
adc_data[94], -1596,
adc_data[95], -1854,
adc_data[96], -1652,
adc_data[97], -1270,
adc_data[98], -2048,
adc_data[99], -2048,
adc_data[100], -2048,
adc_data[101], -2048,
adc_data[102], -1628,
adc_data[103], -1976,
adc_data[104], -1720,
adc_data[105], -1328,
adc_data[106], -2048,
adc_data[107], -2048,
adc_data[108], -2048,
adc_data[109], -2048,
adc_data[110], -1667,
adc_data[111], -2048,
adc_data[112], -1800,
adc_data[113], -1389,
adc_data[114], -2048,
adc_data[115], -2048,
adc_data[116], -2048,
adc_data[117], -2048,
adc_data[118], -1706,
adc_data[119], -2048,
adc_data[120], -1873,
adc_data[121], -1445,
adc_data[122], -2048,
adc_data[123], -2046,
adc_data[124], -2048,
adc_data[125], -2048,
adc_data[126], -1748,
adc_data[127], -2048,
adc_data[128], -1936,
adc_data[129], -1500,
adc_data[130], -2048,
adc_data[131], -2048,
adc_data[132], -2048,
adc_data[133], -2048,
adc_data[134], -1788,
adc_data[135], -2048,
adc_data[136], -2026,
