temp[128], 0x09D7,
temp[129], 0x0621,
temp[130], 0x0269,
temp[131], 0x002D,
temp[132], 0x005D,
temp[133], 0x02E0,
temp[134], 0x06B3,
temp[135], 0x0A38,
temp[136], 0x0C08,
temp[137], 0x0B59,
temp[138], 0x087A,
temp[139], 0x049C,
temp[140], 0x014B,
temp[141], 0x0000,
temp[142], 0x011B,
temp[143], 0x0449,
temp[144], 0x0833,
temp[145], 0x0B2D,
temp[146], 0x0C16,
temp[147], 0x0A77,
temp[148], 0x0700,
temp[149], 0x032B,
temp[150], 0x007E,
temp[151], 0x0018,
temp[152], 0x0228,
temp[153], 0x05C3,
temp[154], 0x098A,
temp[155], 0x0BDA,
temp[156], 0x0BB4,
temp[157], 0x0941,
temp[158], 0x0577,
temp[159], 0x01E4,
temp[160], 0x0007,
temp[161], 0x00A4,
temp[162], 0x037A,
temp[163], 0x075A,
temp[164], 0x0AAC,
temp[165], 0x0C19,
temp[166], 0x0AFC,
temp[167], 0x07D7,
temp[168], 0x03F3,
temp[169], 0x00E7,
temp[170], 0x0000,
temp[171], 0x0187,
temp[172], 0x04EF,
temp[173], 0x08CF,
temp[174], 0x0B88,
temp[175], 0x0BF6,
temp[176], 0x09F7,
temp[177], 0x0652,
temp[178], 0x0292,
temp[179], 0x003B,
temp[180], 0x004E,
temp[181], 0x02B5,
temp[182], 0x0680,
temp[183], 0x0A13,
temp[184], 0x0BFF,
temp[185], 0x0B70,
temp[186], 0x08A9,
temp[187], 0x04CA,
temp[188], 0x016A,
temp[189], 0x0000,
temp[190], 0x00FE,
temp[191], 0x041A,
temp[192], 0x0800,
temp[193], 0x0B12,
temp[194], 0x0C16,
temp[195], 0x0A98,
temp[196], 0x072E,
temp[197], 0x0354,
temp[198], 0x0092,
temp[199], 0x000F,
temp[200], 0x0202,
temp[201], 0x058F,
temp[202], 0x0964,
temp[203], 0x0BC8,
temp[204], 0x0BC4,
temp[205], 0x096D,
temp[206], 0x05A7,
temp[207], 0x0208,
temp[208], 0x0012,
temp[209], 0x008D,
temp[210], 0x034D,
temp[211], 0x0729,
temp[212], 0x0A92,
temp[213], 0x0C17,
temp[214], 0x0B1D,
temp[215], 0x0805,
temp[216], 0x0421,
temp[217], 0x0102,
temp[218], 0x0000,
temp[219], 0x0166,
temp[220], 0x04C2,
temp[221], 0x08A1,
temp[222], 0x0B71,
temp[223], 0x0BFF,
temp[224], 0x0A19,
temp[225], 0x068A,
temp[226], 0x02BC,
temp[227], 0x004F,
temp[228], 0x003A,
temp[229], 0x028A,
temp[230], 0x064E,
temp[231], 0x09ED,
temp[232], 0x0BF2,
temp[233], 0x0B8E,
temp[234], 0x08D4,
temp[235], 0x04FD,
temp[236], 0x018D,
temp[237], 0x0000,
temp[238], 0x00E3,
temp[239], 0x03EA,
temp[240], 0x07D1,
temp[241], 0x0B00,
temp[242], 0x0C15,
temp[243], 0x0AB8,
temp[244], 0x0757,
temp[245], 0x0380,
temp[246], 0x00AA,
temp[247], 0x0005,
temp[248], 0x01E0,
temp[249], 0x056F,
temp[250], 0x0937,
temp[251], 0x0BB7,
temp[252], 0x0BDD,
temp[253], 0x0992,
temp[254], 0x05DA,
temp[255], 0x022F,
temp[256], 0x001D,
temp[257], 0x0078,
temp[258], 0x031F,
temp[259], 0x06FA,
temp[260], 0x0A70,
temp[261], 0x0C0E,
temp[262], 0x0B37,
temp[263], 0x0837,
temp[264], 0x0452,
temp[265], 0x011F,
temp[266], 0x0000,
temp[267], 0x0148,
temp[268], 0x0493,
temp[269], 0x0872,
temp[270], 0x0B58,
temp[271], 0x0C03,
temp[272], 0x0A3F,
temp[273], 0x06B6,
temp[274], 0x02E8,
temp[275], 0x005F,
temp[276], 0x002B,
temp[277], 0x0261,
temp[278], 0x061D,
temp[279], 0x09CB,
temp[280], 0x0BE8,
temp[281], 0x0B9C,
temp[282], 0x0900,
temp[283], 0x052A,
temp[284], 0x01AF,
temp[285], 0x0000,
temp[286], 0x00C9,
temp[287], 0x03BC,
temp[288], 0x07A0,
temp[289], 0x0AE1,
temp[290], 0x0C1D,
temp[291], 0x0AD4,
temp[292], 0x0792,
temp[293], 0x03AE,
temp[294], 0x00C2,
temp[295], 0x0000,
temp[296], 0x01BC,
temp[297], 0x053E,
temp[298], 0x0908,
temp[299], 0x0BA4,
temp[300], 0x0BE9,
temp[301], 0x09B6,
temp[302], 0x0608,
temp[303], 0x0259,
temp[304], 0x0027,
temp[305], 0x0066,
temp[306], 0x02F4,
temp[307], 0x06C5,
temp[308], 0x0A4A,
temp[309], 0x0C07,
temp[310], 0x0B4F,
temp[311], 0x0867,
temp[312], 0x0482,
temp[313], 0x013B,
temp[314], 0x0000,
temp[315], 0x0128,
temp[316], 0x0461,
temp[317], 0x0842,
temp[318], 0x0B41,
temp[319], 0x0C12,
temp[320], 0x0A5F,
temp[321], 0x06E8,
temp[322], 0x0313,
temp[323], 0x0072,
temp[324], 0x001F,
temp[325], 0x023B,
temp[326], 0x05E9,
temp[327], 0x09A3,
temp[328], 0x0BDC,
temp[329], 0x0BAF,
temp[330], 0x0930,
temp[331], 0x055D,
temp[332], 0x01D4,
temp[333], 0x0003,
temp[334], 0x00B0,
temp[335], 0x0390,
temp[336], 0x076F,
temp[337], 0x0ABE,
temp[338], 0x0C1E,
temp[339], 0x0AF2,
temp[340], 0x07C3,
temp[341], 0x03E2,
temp[342], 0x00DB,
temp[343], 0x0000,
temp[344], 0x0197,
temp[345], 0x050B,
temp[346], 0x08E5,
temp[347], 0x0B8E,
temp[348], 0x0BF4,
temp[349], 0x09E4,
temp[350], 0x063A,
temp[351], 0x0280,
temp[352], 0x0036,
temp[353], 0x0051,
temp[354], 0x02CB,
temp[355], 0x0696,
temp[356], 0x0A26,
temp[357], 0x0C06,
temp[358], 0x0B68,
temp[359], 0x0897,
temp[360], 0x04AF,
temp[361], 0x015C,
temp[362], 0x0000,
temp[363], 0x010B,
temp[364], 0x0430,
temp[365], 0x0819,
temp[366], 0x0B25,
temp[367], 0x0C16,
temp[368], 0x0A81,
temp[369], 0x0719,
temp[370], 0x0341,
temp[371], 0x0088,
temp[372], 0x0013,
temp[373], 0x0216,
temp[374], 0x05B8,
temp[375], 0x0978,
temp[376], 0x0BCA,
temp[377], 0x0BBF,
temp[378], 0x095B,
temp[379], 0x058E,
temp[380], 0x01F5,
temp[381], 0x000D,
temp[382], 0x0097,
temp[383], 0x0363,
temp[384], 0x0744,
temp[385], 0x0A9E,
temp[386], 0x0C1D,
temp[387], 0x0B0C,
temp[388], 0x07F1,
temp[389], 0x040E,
temp[390], 0x00F3,
temp[391], 0x0000,
temp[392], 0x0176,
temp[393], 0x04DA,
temp[394], 0x08BB,
temp[395], 0x0B74,
temp[396], 0x0BFE,
temp[397], 0x0A02,
temp[398], 0x066E,
temp[399], 0x02AA,
temp[400], 0x0045,
temp[401], 0x0042,
temp[402], 0x02A1,
temp[403], 0x0665,
temp[404], 0x0A02,
temp[405], 0x0BFE,
temp[406], 0x0B7C,
temp[407], 0x08C3,
temp[408], 0x04D5,
temp[409], 0x017D,
temp[410], 0x0000,
temp[411], 0x00EE,
temp[412], 0x0402,
temp[413], 0x07EC,
temp[414], 0x0B08,
temp[415], 0x0C19,
temp[416], 0x0A8B,
temp[417], 0x074A,
temp[418], 0x036C,
temp[419], 0x009C,
temp[420], 0x000C,
temp[421], 0x01F1,
temp[422], 0x0585,
temp[423], 0x094E,
temp[424], 0x0BC1,
temp[425], 0x0BD1,
temp[426], 0x0981,
temp[427], 0x05BD,
temp[428], 0x021D,
temp[429], 0x0017,
temp[430], 0x0082,
temp[431], 0x0335,
temp[432], 0x0713,
temp[433], 0x0A7B,
temp[434], 0x0C14,
temp[435], 0x0B26,
temp[436], 0x081F,
temp[437], 0x043D,
temp[438], 0x0110,
temp[439], 0x0000,
temp[440], 0x0156,
temp[441], 0x04A8,
temp[442], 0x088B,
temp[443], 0x0B5D,
temp[444], 0x0C04,
temp[445], 0x0A30,
temp[446], 0x069A,
temp[447], 0x02D2,
temp[448], 0x0054,
temp[449], 0x0034,
temp[450], 0x0275,
temp[451], 0x062B,
temp[452], 0x09DC,
temp[453], 0x0BF1,
temp[454], 0x0B8E,
temp[455], 0x08ED,
temp[456], 0x0514,
temp[457], 0x019D,
temp[458], 0x0000,
temp[459], 0x00D6,
temp[460], 0x03D2,
temp[461], 0x07B8,
temp[462], 0x0ACB,
temp[463], 0x0C18,
temp[464], 0x0AC9,
temp[465], 0x077B,
temp[466], 0x0397,
temp[467], 0x00B4,
temp[468], 0x0001,
temp[469], 0x01CB,
temp[470], 0x054F,
temp[471], 0x0925,
temp[472], 0x0BAE,
temp[473], 0x0BDD,
temp[474], 0x09AB,
temp[475], 0x05EB,
temp[476], 0x0243,
temp[477], 0x0022,
temp[478], 0x006E,
temp[479], 0x0308,
temp[480], 0x06E1,
temp[481], 0x0A5A,
temp[482], 0x0C10,
temp[483], 0x0B47,
temp[484], 0x084C,
temp[485], 0x046C,
temp[486], 0x012B,
temp[487], 0x0000,
temp[488], 0x0133,
temp[489], 0x0476,
temp[490], 0x085D,
temp[491], 0x0B4D,
temp[492], 0x0C0A,
temp[493], 0x0A54,
temp[494], 0x06CF,
temp[495], 0x02FC,
temp[496], 0x0067,
temp[497], 0x0026,
temp[498], 0x0250,
temp[499], 0x0601,
temp[500], 0x09B1,
temp[501], 0x0BE5,
temp[502], 0x0BAD,
temp[503], 0x0918,
temp[504], 0x0548,
temp[505], 0x01C3,
temp[506], 0x0001,
temp[507], 0x00BB,
temp[508], 0x03A5,
temp[509], 0x078B,
temp[510], 0x0ACB,
temp[511], 0x0C17,
